"curr_orig_dest","orig","dest","curr_travel_dist","curr_travel_time","curr_travel_dist_km","curr_travel_time_h","orig_intervention","dest_intervention","num_linked_pairs_observed","number_hosts_sampled_group_1","number_hosts_sampled_group_2","origin_district","destination_district","BTOTL_2011_origin","MTOTL_2011_origin","FTOTL_2011_origin","BTOTL_2011_destination","MTOTL_2011_destination","FTOTL_2011_destination","same_community","ln_curr_travel_dist_km","origin_control_community","number_hosts_sampled_group_1_female","number_hosts_sampled_group_1_male","number_hosts_sampled_group_1_f_baseline","number_hosts_sampled_group_1_m_baseline","number_hosts_sampled_group_1_f_post_baseline","number_hosts_sampled_group_1_m_post_baseline","number_hosts_sampled_group_2_female","number_hosts_sampled_group_2_male","number_hosts_sampled_group_2_f_baseline","number_hosts_sampled_group_2_m_baseline","number_hosts_sampled_group_2_f_post_baseline","number_hosts_sampled_group_2_m_post_baseline","num_linked_pairs_observed_baseline","max_possible_opposite_sex_pairs_in_sample_baseline","ln_max_possible_opposite_sex_pairs_in_sample_baseline","num_linked_pairs_observed_post_baseline","max_possible_opposite_sex_pairs_in_sample_post_baseline","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline","max_possible_opposite_sex_pairs_in_sample_all","ln_max_possible_opposite_sex_pairs_in_sample_all","max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb","ln_max_possible_opposite_sex_pairs_in_sample_post_baseline_all_x_pb"
"Mathangwane_Shakawe","Mathangwane","Shakawe",835893,33055,835.893,9.18194444444444,"Intervention","Control",0,102,313,"Central Tutume","Ngamiland West",5947,2873,3074,7369,3547,3822,0,6.72850061446261,0,79,23,50,12,29,11,225,88,85,29,140,59,0,2470,7.81197342962202,0,3251,8.08671792030391,12127,9.40318965065679,7881,8.97221007835365
"Mathangwane_Shoshong","Mathangwane","Shoshong",306274,13120,306.274,3.64444444444444,"Intervention","Intervention",0,102,43,"Central Tutume","Central Mahalapye",5947,2873,3074,11864,5787,6077,0,5.72448012613532,0,79,23,50,12,29,11,37,6,35,5,2,1,0,670,6.50727771238501,0,51,3.93182563272433,1325,7.18916773842032,125,4.8283137373023
"Mathangwane_Tati_siding","Mathangwane","Tati_siding",42432,2419,42.432,0.671944444444444,"Intervention","Intervention",0,102,277,"Central Tutume","North East",5947,2873,3074,8113,3817,4296,0,3.7479027945634,0,79,23,50,12,29,11,197,80,125,48,72,32,0,3900,8.26873183211774,0,1720,7.4500795698075,10851,9.29201252062021,4184,8.33902300574476
"Mathangwane_Tsetsebjwe","Mathangwane","Tsetsebjwe",253519,11283,253.519,3.13416666666667,"Intervention","Control",0,102,99,"Central Tutume","Central Bobonong",5947,2873,3074,4815,2248,2567,0,5.53543877091291,0,79,23,50,12,29,11,68,31,64,29,4,2,0,2218,7.70436116791031,0,102,4.62497281328427,4013,8.29729437026692,250,5.52146091786225
"Maunatlala_Bokaa","Maunatlala","Bokaa",331639,13031,331.639,3.61972222222222,"Intervention","Control",0,236,73,"Serowe Palapye","Kgatleng",4921,2509,2412,6406,3225,3181,0,5.80404702792566,0,155,81,58,27,97,54,54,19,52,19,2,0,0,2506,7.82644313545601,0,108,4.68213122712422,7319,8.89822898560123,162,5.08759633523238
"Maunatlala_Digawana","Maunatlala","Digawana",353993,14163,353.993,3.93416666666667,"Intervention","Intervention",0,236,28,"Serowe Palapye","Barolong",4921,2509,2412,3273,1571,1702,0,5.86927713892697,0,155,81,58,27,97,54,17,11,17,11,0,0,0,1097,7.00033446027523,0,0,0,3082,8.03333401588006,0,0
"Maunatlala_Gumare","Maunatlala","Gumare",912856,34879,912.856,9.68861111111111,"Intervention","Intervention",0,236,260,"Serowe Palapye","Ngamiland West",4921,2509,2412,8913,4205,4708,0,6.8165781463593,0,155,81,58,27,97,54,192,68,110,36,82,32,0,5058,8.52872642722991,0,7532,8.92691588977704,26092,10.169384032916,11602,9.35893277602601
"Maunatlala_Gweta","Maunatlala","Gweta",496939,20111,496.939,5.58638888888889,"Intervention","Intervention",0,236,131,"Serowe Palapye","Central Tutume",4921,2509,2412,7148,3546,3602,0,6.20846728214539,0,155,81,58,27,97,54,98,33,92,32,6,1,0,4340,8.37562962709445,0,421,6.04263283368238,13053,9.47677327138879,641,6.46302945692067
"Maunatlala_Lentsweletau","Maunatlala","Lentsweletau",346798,13955,346.798,3.87638888888889,"Intervention","Intervention",0,236,206,"Serowe Palapye","Kweneng East",4921,2509,2412,7420,3815,3605,0,5.84874247787707,0,155,81,58,27,97,54,128,78,52,20,76,58,0,2564,7.84932381804056,0,9730,9.18296917518005,22458,10.0194021771325,15146,9.62549174967377
"Maunatlala_Lerala","Maunatlala","Lerala",28968,1698,28.968,0.471666666666667,"Intervention","Intervention",0,236,347,"Serowe Palapye","Serowe Palapye",4921,2509,2412,7413,3474,3939,0,3.36619177246334,0,155,81,58,27,97,54,244,103,75,30,169,73,0,3765,8.23350314023399,0,16207,9.69319852665812,35729,10.4837179629404,25004,10.1267910910517
"Maunatlala_Letlhakeng","Maunatlala","Letlhakeng",470640,19710,470.64,5.475,"Intervention","Control",0,236,92,"Serowe Palapye","Kweneng West",4921,2509,2412,9809,4846,4963,0,6.1540934705562,0,155,81,58,27,97,54,68,24,59,24,9,0,0,2985,8.0013550258267,0,486,6.18620862390049,9228,9.12999761929365,729,6.59167373200866
"Maunatlala_Masunga","Maunatlala","Masunga",291378,13029,291.378,3.61916666666667,"Intervention","Intervention",0,236,182,"Serowe Palapye","North East",4921,2509,2412,5615,2522,3093,0,5.67462139331321,0,155,81,58,27,97,54,131,51,110,44,21,7,0,5522,8.6164953924901,0,1813,7.50273821075485,18516,9.82639050215116,2786,7.93236215433975
"Maunatlala_Mathangwane","Maunatlala","Mathangwane",237891,10130,237.891,2.81388888888889,"Intervention","Intervention",0,236,102,"Serowe Palapye","Central Tutume",4921,2509,2412,5947,2873,3074,0,5.47181258557186,0,155,81,58,27,97,54,79,23,50,12,29,11,0,2046,7.62364194651157,0,2633,7.87587915949631,9964,9.20673387638207,4054,8.30745932701195
"Maunatlala_Metsimotlhabe","Maunatlala","Metsimotlhabe",369748,15205,369.748,4.22361111111111,"Intervention","Control",0,236,34,"Serowe Palapye","Kweneng East",4921,2509,2412,9154,4329,4825,0,5.9128216925161,0,155,81,58,27,97,54,25,9,24,9,1,0,0,1170,7.0647590277918,0,54,3.98898404656427,3420,8.13739583005665,81,4.39444915467244
"Maunatlala_Mmadinare","Maunatlala","Mmadinare",113136,4986,113.136,1.385,"Intervention","Control",0,236,112,"Serowe Palapye","Central Bobonong",4921,2509,2412,15064,7261,7803,0,4.72859063486189,0,155,81,58,27,97,54,84,28,80,24,4,4,0,3552,8.17526610411206,0,604,6.40357419793482,11144,9.31865651545964,944,6.8501261661455
"Maunatlala_Mmandunyane","Maunatlala","Mmandunyane",203549,9624,203.549,2.67333333333333,"Intervention","Control",0,236,56,"Serowe Palapye","Central Tutume",4921,2509,2412,4254,2099,2155,0,5.31590676213908,0,155,81,58,27,97,54,42,14,38,14,4,0,0,1838,7.51643330291563,0,216,5.37527840768417,5572,8.6255093348997,324,5.78074351579233
"Maunatlala_Mmankgodi","Maunatlala","Mmankgodi",395459,16616,395.459,4.61555555555556,"Intervention","Intervention",0,236,166,"Serowe Palapye","Kweneng East",4921,2509,2412,7406,3493,3913,0,5.98004711558873,0,155,81,58,27,97,54,114,52,55,32,59,20,0,3341,8.11402544235676,0,5126,8.54208090692402,17294,9.75811489952038,7879,8.97195627124569
"Maunatlala_Mmathethe","Maunatlala","Mmathethe",477679,20113,477.679,5.58694444444444,"Intervention","Control",0,236,135,"Serowe Palapye","Barolong",4921,2509,2412,6893,3412,3481,0,6.16893895878486,0,155,81,58,27,97,54,99,36,63,28,36,8,0,3325,8.10922495308995,0,2720,7.90838715929004,13599,9.51775153960896,4156,8.33230835221912
"Maunatlala_Molapowabojang","Maunatlala","Molapowabojang",444509,18751,444.509,5.20861111111111,"Intervention","Control",0,236,60,"Serowe Palapye","Southern",4921,2509,2412,9402,4503,4899,0,6.09697030221805,0,155,81,58,27,97,54,45,15,40,14,5,1,0,1892,7.54538974961182,0,367,5.90536184805457,5970,8.69450220638665,560,6.32793678372919
"Maunatlala_Nata","Maunatlala","Nata",396814,16442,396.814,4.56722222222222,"Intervention","Control",0,236,59,"Serowe Palapye","Central Tutume",4921,2509,2412,7694,3770,3924,0,5.98346765704638,0,155,81,58,27,97,54,48,11,39,9,9,2,0,1575,7.36201055125973,0,680,6.52209279817015,5593,8.62927109482159,1039,6.94601399109923
"Maunatlala_Nkange","Maunatlala","Nkange",362620,14710,362.62,4.08611111111111,"Intervention","Intervention",0,236,107,"Serowe Palapye","Central Tutume",4921,2509,2412,3660,1599,2061,0,5.89335545399766,0,155,81,58,27,97,54,80,27,76,25,4,2,0,3502,8.1610895128458,0,410,6.01615715969835,10665,9.27472263090545,634,6.45204895443723
"Maunatlala_Oodi","Maunatlala","Oodi",360727,14545,360.727,4.04027777777778,"Intervention","Intervention",0,236,73,"Serowe Palapye","Kgatleng",4921,2509,2412,5822,2798,3024,0,5.88812143955772,0,155,81,58,27,97,54,51,22,47,21,4,1,0,2487,7.8188324438034,0,313,5.74620319054015,7541,8.92811007820265,479,6.17170059741091
"Maunatlala_Otse","Maunatlala","Otse",406757,16639,406.757,4.62194444444444,"Intervention","Intervention",0,236,99,"Serowe Palapye","South East",4921,2509,2412,8039,3903,4136,0,6.00821595553926,0,155,81,58,27,97,54,67,32,64,31,3,1,0,3526,8.16791936295782,0,259,5.55682806169954,10387,9.24831030322781,398,5.98645200528444
"Maunatlala_Ramokgonami","Maunatlala","Ramokgonami",78417,4105,78.417,1.14027777777778,"Intervention","Control",0,236,220,"Serowe Palapye","Central Mahalapye",4921,2509,2412,4557,2137,2420,0,4.36204074058537,0,155,81,58,27,97,54,153,67,58,21,95,46,0,2784,7.93164402145431,0,9592,9.16868469670735,22778,10.0335504368343,14825,9.60407022386593
"Maunatlala_Ranaka","Maunatlala","Ranaka",435887,17810,435.887,4.94722222222222,"Intervention","Control",0,236,34,"Serowe Palapye","Southern",4921,2509,2412,3263,1635,1628,0,6.07738303544564,0,155,81,58,27,97,54,21,13,20,13,1,0,0,1294,7.16549347506085,0,54,3.98898404656427,3716,8.22040309993373,81,4.39444915467244
"Maunatlala_Sebina","Maunatlala","Sebina",266734,11468,266.734,3.18555555555556,"Intervention","Control",0,236,51,"Serowe Palapye","Central Tutume",4921,2509,2412,3670,1686,1984,0,5.58625190712706,0,155,81,58,27,97,54,39,12,35,10,4,2,0,1525,7.32974968904151,0,410,6.01615715969835,5019,8.52098598965493,634,6.45204895443723
"Maunatlala_Sefhare","Maunatlala","Sefhare",88326,5233,88.326,1.45361111111111,"Intervention","Intervention",0,236,24,"Serowe Palapye","Central Mahalapye",4921,2509,2412,5266,2425,2841,0,4.48103451500393,0,155,81,58,27,97,54,15,9,12,9,3,0,0,846,6.74051935960622,0,162,5.08759633523238,2610,7.86710550031674,243,5.49306144334055
"Maunatlala_Sefophe","Maunatlala","Sefophe",66325,2838,66.325,0.788333333333333,"Intervention","Control",0,236,121,"Serowe Palapye","Central Bobonong",4921,2509,2412,7021,3309,3712,0,4.1945669000238,0,155,81,58,27,97,54,88,33,85,30,3,3,0,4035,8.30276158070405,0,453,6.11589212548303,12243,9.41270962407392,708,6.56244409369372
"Maunatlala_Shakawe","Maunatlala","Shakawe",1045887,40984,1045.887,11.3844444444444,"Intervention","Control",0,236,313,"Serowe Palapye","Ngamiland West",4921,2509,2412,7369,3547,3822,0,6.95262060819641,0,155,81,58,27,97,54,225,88,85,29,140,59,0,3977,8.28828304520769,0,13283,9.4942403011325,31865,10.3692635077484,20485,9.92744818998097
"Maunatlala_Shoshong","Maunatlala","Shoshong",201226,8910,201.226,2.475,"Intervention","Intervention",0,236,43,"Serowe Palapye","Central Mahalapye",4921,2509,2412,11864,5787,6077,0,5.30442865452889,0,155,81,58,27,97,54,37,6,35,5,2,1,0,1235,7.11882624906208,0,205,5.32300997913841,3927,8.27563105457801,317,5.75890177387728
"Maunatlala_Tati_siding","Maunatlala","Tati_siding",197687,8020,197.687,2.22777777777778,"Intervention","Intervention",0,236,277,"Serowe Palapye","North East",4921,2509,2412,8113,3817,4296,0,5.28668497181828,0,155,81,58,27,97,54,197,80,125,48,72,32,0,6159,8.72566970568704,0,6992,8.85252191733537,28357,10.252629192258,10792,9.28656039788759
"Maunatlala_Tsetsebjwe","Maunatlala","Tsetsebjwe",118484,5184,118.484,1.44,"Intervention","Control",0,236,99,"Serowe Palapye","Central Bobonong",4921,2509,2412,4815,2248,2567,0,4.77477793036197,0,155,81,58,27,97,54,68,31,64,29,4,2,0,3410,8.13446757027756,0,410,6.01615715969835,10313,9.24116051431607,634,6.45204895443723
"Metsimotlhabe_Bokaa","Metsimotlhabe","Bokaa",30874,2488,30.874,0.691111111111111,"Control","Control",0,34,73,"Kweneng East","Kgatleng",9154,4329,4825,6406,3225,3181,0,3.42991440575965,1,25,9,24,9,1,0,54,19,52,19,2,0,0,924,6.82871207164168,0,0,0,961,6.86797440897029,18,2.89037175789616
"Metsimotlhabe_Digawana","Metsimotlhabe","Digawana",21612,1803,21.612,0.500833333333333,"Control","Intervention",0,34,28,"Kweneng East","Barolong",9154,4329,4825,3273,1571,1702,0,3.07324871598182,1,25,9,24,9,1,0,17,11,17,11,0,0,0,417,6.0330862217988,0,0,0,428,6.0591231955818,0,0
"Metsimotlhabe_Gumare","Metsimotlhabe","Gumare",972895,35546,972.895,9.87388888888889,"Control","Intervention",0,34,260,"Kweneng East","Ngamiland West",9154,4329,4825,8913,4205,4708,0,6.88027616269384,1,25,9,24,9,1,0,192,68,110,36,82,32,0,1854,7.5251007461258,0,32,3.46573590279973,3428,8.13973227971767,1538,7.33823815006559
"Metsimotlhabe_Gweta","Metsimotlhabe","Gweta",733281,29555,733.281,8.20972222222222,"Control","Intervention",0,34,131,"Kweneng East","Central Tutume",9154,4329,4825,7148,3546,3602,0,6.59752898449543,1,25,9,24,9,1,0,98,33,92,32,6,1,0,1596,7.37525577800975,0,1,0,1707,7.44249272279444,79,4.36944785246702
"Metsimotlhabe_Lentsweletau","Metsimotlhabe","Lentsweletau",41494,2171,41.494,0.603055555555556,"Control","Intervention",0,34,206,"Kweneng East","Kweneng East",9154,4329,4825,7420,3815,3605,0,3.72554883847095,1,25,9,24,9,1,0,128,78,52,20,76,58,0,948,6.85435450225502,0,58,4.06044301054642,3102,8.03980234373648,2134,7.6657534318617
"Metsimotlhabe_Lerala","Metsimotlhabe","Lerala",353545,14305,353.545,3.97361111111111,"Control","Intervention",0,34,347,"Kweneng East","Serowe Palapye",9154,4329,4825,7413,3474,3939,0,5.868010775679,1,25,9,24,9,1,0,244,103,75,30,169,73,0,1395,7.24064969425547,0,73,4.29045944114839,4771,8.47031120551611,3346,8.11552088154677
"Metsimotlhabe_Letlhakeng","Metsimotlhabe","Letlhakeng",102194,4750,102.194,1.31944444444444,"Control","Control",0,34,92,"Kweneng East","Kweneng West",9154,4329,4825,9809,4846,4963,0,4.62687296763132,1,25,9,24,9,1,0,68,24,59,24,9,0,0,1107,7.00940893270864,0,0,0,1212,7.10002716662926,81,4.39444915467244
"Metsimotlhabe_Masunga","Metsimotlhabe","Masunga",527721,22473,527.721,6.2425,"Control","Intervention",0,34,182,"Kweneng East","North East",9154,4329,4825,5615,2522,3093,0,6.26856773495807,1,25,9,24,9,1,0,131,51,110,44,21,7,0,2046,7.62364194651157,0,7,1.94591014905531,2454,7.80547462527086,364,5.89715386763674
"Metsimotlhabe_Mathangwane","Metsimotlhabe","Mathangwane",474233,19574,474.233,5.43722222222222,"Control","Intervention",0,34,102,"Kweneng East","Central Tutume",9154,4329,4825,5947,2873,3074,0,6.16169876209989,1,25,9,24,9,1,0,79,23,50,12,29,11,0,738,6.60394382460047,0,11,2.39789527279837,1286,7.15929190479756,536,6.2841341610708
"Metsimotlhabe_Maunatlala","Metsimotlhabe","Maunatlala",369591,15503,369.591,4.30638888888889,"Control","Intervention",0,34,236,"Kweneng East","Serowe Palapye",9154,4329,4825,4921,2509,2412,0,5.9123969888217,1,25,9,24,9,1,0,155,81,58,27,97,54,0,1170,7.0647590277918,0,54,3.98898404656427,3420,8.13739583005665,2223,7.7066129139642
"Metsimotlhabe_Mmadinare","Metsimotlhabe","Mmadinare",419317,16812,419.317,4.67,"Control","Control",0,34,112,"Kweneng East","Central Bobonong",9154,4329,4825,15064,7261,7803,0,6.03862719711826,1,25,9,24,9,1,0,84,28,80,24,4,4,0,1296,7.16703787691222,0,4,1.38629436111989,1456,7.28344822875663,136,4.91265488573605
"Metsimotlhabe_Mmandunyane","Metsimotlhabe","Mmandunyane",439891,19068,439.891,5.29666666666667,"Control","Control",0,34,56,"Kweneng East","Central Tutume",9154,4329,4825,4254,2099,2155,0,6.08652696895011,1,25,9,24,9,1,0,42,14,38,14,4,0,0,678,6.5191472879404,0,0,0,728,6.59030104819669,36,3.58351893845611
"Metsimotlhabe_Mmankgodi","Metsimotlhabe","Mmankgodi",42769,2848,42.769,0.791111111111111,"Control","Intervention",0,34,166,"Kweneng East","Kweneng East",9154,4329,4825,7406,3493,3913,0,3.75581354109104,1,25,9,24,9,1,0,114,52,55,32,59,20,0,1263,7.14124512235049,0,20,2.99573227355399,2326,7.75190533307861,1031,6.93828448401696
"Metsimotlhabe_Mmathethe","Metsimotlhabe","Mmathethe",132247,6870,132.247,1.90833333333333,"Control","Control",0,34,135,"Kweneng East","Barolong",9154,4329,4825,6893,3412,3481,0,4.8846713861711,1,25,9,24,9,1,0,99,36,63,28,36,8,0,1239,7.12205988162914,0,8,2.07944154167984,1791,7.49052940206071,524,6.26149168432104
"Metsimotlhabe_Molapowabojang","Metsimotlhabe","Molapowabojang",99077,5508,99.077,1.53,"Control","Control",0,34,60,"Kweneng East","Southern",9154,4329,4825,9402,4503,4899,0,4.59589732559998,1,25,9,24,9,1,0,45,15,40,14,5,1,0,696,6.54534966033442,0,1,0,780,6.65929391968364,70,4.24849524204936
"Metsimotlhabe_Nata","Metsimotlhabe","Nata",633156,25886,633.156,7.19055555555556,"Control","Control",0,34,59,"Kweneng East","Central Tutume",9154,4329,4825,7694,3770,3924,0,6.4507168372791,1,25,9,24,9,1,0,48,11,39,9,9,2,0,567,6.34035930372775,0,2,0.693147180559945,707,6.56103066589657,131,4.87519732320115
"Metsimotlhabe_Nkange","Metsimotlhabe","Nkange",16437,1417,16.437,0.393611111111111,"Control","Intervention",0,34,107,"Kweneng East","Central Tutume",9154,4329,4825,3660,1599,2061,0,2.79953489122439,1,25,9,24,9,1,0,80,27,76,25,4,2,0,1284,7.15773548424991,0,2,0.693147180559945,1395,7.24064969425547,86,4.45434729625351
"Metsimotlhabe_Oodi","Metsimotlhabe","Oodi",20515,1702,20.515,0.472777777777778,"Control","Intervention",0,34,73,"Kweneng East","Kgatleng",9154,4329,4825,5822,2798,3024,0,3.02115632589415,1,25,9,24,9,1,0,51,22,47,21,4,1,0,927,6.83195356556585,0,1,0,1009,6.91671502035361,61,4.11087386417331
"Metsimotlhabe_Otse","Metsimotlhabe","Otse",61325,3395,61.325,0.943055555555556,"Control","Intervention",0,34,99,"Kweneng East","South East",9154,4329,4825,8039,3903,4136,0,4.11618759014455,1,25,9,24,9,1,0,67,32,64,31,3,1,0,1320,7.18538701558042,0,1,0,1403,7.24636808010246,52,3.95124371858143
"Metsimotlhabe_Ramokgonami","Metsimotlhabe","Ramokgonami",322469,13101,322.469,3.63916666666667,"Control","Control",0,34,220,"Kweneng East","Central Mahalapye",9154,4329,4825,4557,2137,2420,0,5.77600700758461,1,25,9,24,9,1,0,153,67,58,21,95,46,0,1026,6.93342302573071,0,46,3.8286413964891,3052,8.02355239240435,2005,7.60339933974067
"Metsimotlhabe_Ranaka","Metsimotlhabe","Ranaka",90455,4567,90.455,1.26861111111111,"Control","Control",0,34,34,"Kweneng East","Southern",9154,4329,4825,3263,1635,1628,0,4.50485248947322,1,25,9,24,9,1,0,21,13,20,13,1,0,0,492,6.19847871649231,0,0,0,514,6.24222326545517,9,2.19722457733622
"Metsimotlhabe_Sebina","Metsimotlhabe","Sebina",503076,20912,503.076,5.80888888888889,"Control","Control",0,34,51,"Kweneng East","Central Tutume",9154,4329,4825,3670,1686,1984,0,6.22074125212564,1,25,9,24,9,1,0,39,12,35,10,4,2,0,555,6.31896811374643,0,2,0.693147180559945,651,6.47850964220857,86,4.45434729625351
"Metsimotlhabe_Sefhare","Metsimotlhabe","Sefhare",304541,13344,304.541,3.70666666666667,"Control","Intervention",0,34,24,"Kweneng East","Central Mahalapye",9154,4329,4825,5266,2425,2841,0,5.7188057250481,1,25,9,24,9,1,0,15,9,12,9,3,0,0,324,5.78074351579233,0,0,0,360,5.88610403145016,27,3.29583686600433
"Metsimotlhabe_Sefophe","Metsimotlhabe","Sefophe",397869,16398,397.869,4.555,"Control","Control",0,34,121,"Kweneng East","Central Bobonong",9154,4329,4825,7021,3309,3712,0,5.98612280537545,1,25,9,24,9,1,0,88,33,85,30,3,3,0,1485,7.3031700512368,0,3,1.09861228866811,1617,7.38832785957711,102,4.62497281328427
"Metsimotlhabe_Shakawe","Metsimotlhabe","Shakawe",1105926,41652,1105.926,11.57,"Control","Control",0,34,313,"Kweneng East","Ngamiland West",9154,4329,4825,7369,3547,3822,0,7.00843827206809,1,25,9,24,9,1,0,225,88,85,29,140,59,0,1461,7.2868764117507,0,59,4.07753744390572,4225,8.34877453979127,2735,7.91388671485608
"Metsimotlhabe_Shoshong","Metsimotlhabe","Shoshong",248850,10564,248.85,2.93444444444444,"Control","Intervention",0,34,43,"Kweneng East","Central Mahalapye",9154,4329,4825,11864,5787,6077,0,5.51685030530456,1,25,9,24,9,1,0,37,6,35,5,2,1,0,435,6.07534603108868,0,1,0,483,6.18001665365257,43,3.76120011569356
"Metsimotlhabe_Tati_siding","Metsimotlhabe","Tati_siding",434029,17465,434.029,4.85138888888889,"Control","Intervention",0,34,277,"Kweneng East","North East",9154,4329,4825,8113,3817,4296,0,6.07311135214453,1,25,9,24,9,1,0,197,80,125,48,72,32,0,2277,7.73061406606374,0,32,3.46573590279973,3773,8.23562571996431,1448,7.27793857294566
"Metsimotlhabe_Tsetsebjwe","Metsimotlhabe","Tsetsebjwe",450028,18744,450.028,5.20666666666667,"Control","Control",0,34,99,"Kweneng East","Central Bobonong",9154,4329,4825,4815,2248,2567,0,6.10930980305087,1,25,9,24,9,1,0,68,31,64,29,4,2,0,1272,7.14834574390007,0,2,0.693147180559945,1387,7.23489842031483,86,4.45434729625351
"Mmadinare_Bokaa","Mmadinare","Bokaa",381344,14453,381.344,4.01472222222222,"Control","Control",0,112,73,"Central Bobonong","Kgatleng",15064,7261,7803,6406,3225,3181,0,5.9437018549084,1,84,28,80,24,4,4,54,19,52,19,2,0,0,2768,7.92588031673756,0,8,2.07944154167984,3108,8.04173471148754,56,4.02535169073515
"Mmadinare_Digawana","Mmadinare","Digawana",403698,15585,403.698,4.32916666666667,"Control","Intervention",0,112,28,"Central Bobonong","Barolong",15064,7261,7803,3273,1571,1702,0,6.00066707367273,1,84,28,80,24,4,4,17,11,17,11,0,0,0,1288,7.1608459066643,0,0,0,1400,7.24422751560335,0,0
"Mmadinare_Gumare","Mmadinare","Gumare",879602,34321,879.602,9.53361111111111,"Control","Intervention",0,112,260,"Central Bobonong","Ngamiland West",15064,7261,7803,8913,4205,4708,0,6.77946953243882,1,84,28,80,24,4,4,192,68,110,36,82,32,0,5520,8.61613313927114,0,456,6.12249280951439,11088,9.31361872142968,4984,8.51398806046729
"Mmadinare_Gweta","Mmadinare","Gweta",437164,17619,437.164,4.89416666666667,"Control","Intervention",0,112,131,"Central Bobonong","Central Tutume",15064,7261,7803,7148,3546,3602,0,6.08030841073459,1,84,28,80,24,4,4,98,33,92,32,6,1,0,4768,8.46968220874519,0,28,3.3322045101752,5516,8.61540823891319,252,5.52942908751142
"Mmadinare_Lentsweletau","Mmadinare","Lentsweletau",396503,15377,396.503,4.27138888888889,"Control","Intervention",0,112,206,"Central Bobonong","Kweneng East",15064,7261,7803,7420,3815,3605,0,5.98268360725057,1,84,28,80,24,4,4,128,78,52,20,76,58,0,2848,7.95437227253187,0,536,6.2841341610708,10136,9.22384872200097,7000,8.85366542803745
